Order_ID,Order_Date,Customer_Name,Email,Phone,City,State,Product,Category,Qty,Unit_Price,Discount,Payment_Mode,Order_Status,Delivery_Date,Sales,Net_Amount,Profit,Month,Year,Weekday
ORD1084,28-01-2025,Sneha,sneha42@gmail.com,9224233737,Delhi,Delhi,Mouse,Electronics,5,,0,UPI,Delivered,02-04-2025 00:00,,,,January,2025,Tuesday
ORD1085,02-01-2025,Vikas,vikas8@gmail.com,9811000878,Mumbai,Maharashtra,Chair,Furniture,1,1999,0,Card,Returned,01-07-2025 00:00,1999,1999,399.8,January,2025,Thursday
ORD1086,24-03-2025,Rahul,rahul51@gmail.com,9334759931,Lucknow,Up,Mouse,Electronics,5,2599,0,Card,Delivered,04-02-2025 00:00,12995,12995,2599,March,2025,Monday
ORD1087,22-04-2025,Vikas,vikas58@gmail.com,9709409870,Bengaluru,Karnataka,Bottle,Home,5,2599,0,Card,Delivered,22-04-2025 00:00,12995,12995,2599,April,2025,Tuesday
ORD1088,04-05-2025,Rahul,rahul31@gmail.com,Unknown,Bengaluru,Karnataka,Bottle,Home,5,9999,0,Card,Cancelled,05-09-2025 00:00,49995,49995,9999,May,2025,Sunday
ORD1094,17-05-2025,Rohit,rohit4@gmail.com,9462327553,Delhi,Delhi,Mouse,Electronics,3,9999,0,UPI,Pending,17-05-2025 00:00,29997,29997,5999.400000000001,May,2025,Saturday
ORD1095,05-04-2025,Rahul,rahul23@gmail.com,9141462098,Delhi,Delhi,Chair,Furniture,2,999,0,UPI,Cancelled,05-04-2025 00:00,1998,1998,399.6,April,2025,Saturday
ORD1096,05-04-2025,Rohit,rohit73@gmail.com,9444104993,Mumbai,Maharashtra,Shoes,Fashion,5,,0,UPI,Pending,05-04-2025 00:00,,,,April,2025,Saturday
ORD1097,01-04-2025,Sneha,sneha71@gmail.com,9339643495,Mumbai,Maharashtra,Shoes,Fashion,1,,0,Card,Delivered,04-07-2025 00:00,,,,April,2025,Tuesday
ORD1098,01-06-2025,Neha,neha42@gmail.com,9795658556,Mumbai,Maharashtra,Chair,Furniture,5,9999,0,COD,Returned,06-04-2025 00:00,49995,49995,9999,June,2025,Sunday
ORD1099,,Rahul,rahul62@gmail.com,9409139402,Lucknow,Up,Bottle,Home,1,499,0,UPI,Pending,,499,499,99.80000000000001,,,
ORD1100,18-03-2025,Priya,priya72@gmail.com,9126426468,Pune,Maharashtra,Mouse,Electronics,5,499,0,COD,Pending,18-03-2025 00:00,2495,2495,499,March,2025,Tuesday
ORD1102,07-01-2025,Sneha,sneha37@gmail.com,9507523995,Mumbai,Maharashtra,Chair,Furniture,5,2599,0,COD,Pending,01-11-2025 00:00,12995,12995,2599,January,2025,Tuesday
ORD1103,26-01-2025,Rohit,rohit37@gmail.com,9792751135,Pune,Maharashtra,Mouse,Electronics,2,999,0,Wallet,Cancelled,02-03-2025 00:00,1998,1998,399.6,January,2025,Sunday
ORD1105,16-04-2025,Sneha,sneha29@gmail.com,9130855060,Lucknow,Up,Laptop,Electronics,4,9999,0,COD,Cancelled,16-04-2025 00:00,39996,39996,7999.200000000001,April,2025,Wednesday
ORD1107,25-01-2025,Priya,priya18@gmail.com,9857341843,Bengaluru,Karnataka,Laptop,Electronics,3,1999,0,Wallet,Returned,25-01-2025 00:00,5997,5997,1199.4,January,2025,Saturday
ORD1109,09-05-2025,Priya,priya47@gmail.com,9771632294,Jaipur,Rajasthan,Chair,Furniture,2,9999,0,Wallet,Returned,09-05-2025 00:00,19998,19998,3999.6000000000004,May,2025,Friday
ORD1110,16-05-2025,Sneha,sneha32@gmail.com,Unknown,Lucknow,Up,Bottle,Home,2,999,0,NetBanking,Returned,16-05-2025 00:00,1998,1998,399.6,May,2025,Friday
ORD1111,09-04-2025,Rohit,rohit76@gmail.com,9978213662,Pune,Maharashtra,Shoes,Fashion,1,2599,0,NetBanking,Returned,04-11-2025 00:00,2599,2599,519.8000000000001,April,2025,Wednesday
ORD1112,31-05-2025,Rohit,rohit23@gmail.com,9476674723,Bengaluru,Karnataka,Bottle,Home,4,2599,0,UPI,Delivered,06-02-2025 00:00,10396,10396,2079.2000000000003,May,2025,Saturday
ORD1113,10-02-2025,Amit,amit39@gmail.com,9125790157,Lucknow,Up,Laptop,Electronics,4,499,0,NetBanking,Cancelled,10-02-2025 00:00,1996,1996,399.20000000000005,February,2025,Monday
ORD1114,23-06-2025,Rahul,rahul27@gmail.com,9963695338,Jaipur,Rajasthan,Chair,Furniture,5,999,0,Wallet,Returned,07-01-2025 00:00,4995,4995,999,June,2025,Monday
ORD1115,25-05-2025,Rahul,rahul17@gmail.com,9306692646,Delhi,Delhi,Shoes,Fashion,2,2599,0,COD,Cancelled,25-05-2025 00:00,5198,5198,1039.6000000000001,May,2025,Sunday
ORD1116,16-01-2025,Neha,neha74@gmail.com,9328163443,Mumbai,Maharashtra,Watch,Fashion,4,1499,0,NetBanking,Pending,16-01-2025 00:00,5996,5996,1199.2,January,2025,Thursday
ORD1117,,Priya,priya97@gmail.com,9735134223,Lucknow,Up,Bottle,Home,5,4999,0,COD,Delivered,,24995,24995,4999,,,
ORD1119,12-02-2025,Rohit,rohit97@gmail.com,9739414080,Bengaluru,Karnataka,Laptop,Electronics,5,1999,0,UPI,Cancelled,12-02-2025 00:00,9995,9995,1999,February,2025,Wednesday
ORD1120,,Priya,priya70@gmail.com,9908689377,Mumbai,Maharashtra,Chair,Furniture,2,4999,0,UPI,Cancelled,,9998,9998,1999.6000000000001,,,
ORD1121,20-05-2025,Vikas,vikas22@gmail.com,9870762927,Pune,Maharashtra,Mouse,Electronics,1,4999,0,NetBanking,Cancelled,20-05-2025 00:00,4999,4999,999.8000000000001,May,2025,Tuesday
ORD1122,22-01-2025,Neha,neha63@gmail.com,9156805257,Delhi,Delhi,Shoes,Fashion,3,1999,0,Wallet,Pending,02-01-2025 00:00,5997,5997,1199.4,January,2025,Wednesday
ORD1123,30-04-2025,Rohit,rohit35@gmail.com,9130062131,Mumbai,Maharashtra,Watch,Fashion,1,2599,0,NetBanking,Cancelled,05-05-2025 00:00,2599,2599,519.8000000000001,April,2025,Wednesday
ORD1125,09-01-2025,Priya,priya18@gmail.com,9501386326,Lucknow,Up,Bottle,Home,1,,0,Wallet,Returned,09-01-2025 00:00,,,,January,2025,Thursday
ORD1126,,Amit,amit10@gmail.com,9479561164,Delhi,Delhi,Shoes,Fashion,5,2599,0,Wallet,Pending,,12995,12995,2599,,,
ORD1127,01-01-2025,Rahul,rahul90@gmail.com,9327541358,Delhi,Delhi,Watch,Fashion,4,999,0,COD,Returned,01-06-2025 00:00,3996,3996,799.2,January,2025,Wednesday
ORD1128,21-02-2025,Vikas,vikas76@gmail.com,9363445434,Mumbai,Maharashtra,Watch,Fashion,4,1499,0,Wallet,Returned,21-02-2025 00:00,5996,5996,1199.2,February,2025,Friday
ORD1130,13-01-2025,Priya,priya44@gmail.com,9916562666,Delhi,Delhi,Bottle,Home,2,,0,Card,Cancelled,13-01-2025 00:00,,,,January,2025,Monday
ORD1134,02-03-2025,Vikas,vikas63@gmail.com,9988475551,Pune,Maharashtra,Laptop,Electronics,3,499,0,Wallet,Cancelled,03-10-2025 00:00,1497,1497,299.40000000000003,March,2025,Sunday
ORD1135,,Neha,neha92@gmail.com,9614026109,Mumbai,Maharashtra,Shoes,Fashion,1,1999,0,NetBanking,Pending,07-01-2025 00:00,1999,1999,399.8,,,
ORD1136,21-06-2025,Rahul,rahul44@gmail.com,9843123958,Pune,Maharashtra,Mouse,Electronics,3,9999,0,Card,Delivered,21-06-2025 00:00,29997,29997,5999.400000000001,June,2025,Saturday
ORD1137,08-05-2025,Priya,priya19@gmail.com,9332427755,Delhi,Delhi,Mouse,Electronics,5,4999,0,Card,Pending,05-12-2025 00:00,24995,24995,4999,May,2025,Thursday
ORD1138,09-05-2025,Rahul,rahul11@gmail.com,9944201387,Lucknow,Up,Shoes,Fashion,5,4999,0,UPI,Delivered,09-05-2025 00:00,24995,24995,4999,May,2025,Friday
ORD1139,23-04-2025,Amit,amit5@gmail.com,9371222104,Bengaluru,Karnataka,Bottle,Home,3,2599,0,UPI,Cancelled,23-04-2025 00:00,7797,7797,1559.4,April,2025,Wednesday
ORD1140,05-05-2025,Neha,neha87@gmail.com,9450353595,Lucknow,Up,Laptop,Electronics,1,4999,0,NetBanking,Cancelled,05-12-2025 00:00,4999,4999,999.8000000000001,May,2025,Monday
ORD1141,12-05-2025,Amit,amit95@gmail.com,9184871973,Pune,Maharashtra,Chair,Furniture,5,9999,0,Wallet,Cancelled,12-05-2025 00:00,49995,49995,9999,May,2025,Monday
ORD1142,18-06-2025,Vikas,vikas38@gmail.com,9879878656,Mumbai,Maharashtra,Shoes,Fashion,5,1999,0,Card,Cancelled,18-06-2025 00:00,9995,9995,1999,June,2025,Wednesday
ORD1143,16-04-2025,Neha,neha16@gmail.com,9599207109,Bengaluru,Karnataka,Chair,Furniture,5,4999,0,COD,Returned,16-04-2025 00:00,24995,24995,4999,April,2025,Wednesday
ORD1144,,Vikas,vikas79@gmail.com,9571041137,Delhi,Delhi,Watch,Fashion,1,1499,0,Wallet,Returned,,1499,1499,299.8,,,
ORD1145,27-04-2025,Rahul,rahul70@gmail.com,9503257666,Mumbai,Maharashtra,Bottle,Home,1,1499,0,COD,Pending,05-02-2025 00:00,1499,1499,299.8,April,2025,Sunday
,15-01-2025,Sneha,sneha17@gmail.com,9151754926,Lucknow,Up,Bottle,Home,5,4999,0,COD,Returned,15-01-2025 00:00,24995,24995,4999,January,2025,Wednesday
ORD1148,28-03-2025,Rahul,rahul11@gmail.com,9859241823,Mumbai,Maharashtra,Watch,Fashion,1,999,0,COD,Cancelled,04-05-2025 00:00,999,999,199.8,March,2025,Friday
ORD1149,01-04-2025,Priya,priya44@gmail.com,9690060173,Pune,Maharashtra,Shoes,Fashion,2,1999,0,NetBanking,Returned,04-10-2025 00:00,3998,3998,799.6,April,2025,Tuesday
ORD1150,15-05-2025,Rohit,rohit3@gmail.com,9783266736,Mumbai,Maharashtra,Shoes,Fashion,5,2599,0,UPI,Cancelled,15-05-2025 00:00,12995,12995,2599,May,2025,Thursday
ORD1151,14-02-2025,Amit,amit62@gmail.com,9779578645,Delhi,Delhi,Mouse,Electronics,1,2599,0,Wallet,Delivered,14-02-2025 00:00,2599,2599,519.8000000000001,February,2025,Friday
ORD1152,18-06-2025,Sneha,sneha20@gmail.com,9205144628,Jaipur,Rajasthan,Shoes,Fashion,2,4999,0,Wallet,Pending,18-06-2025 00:00,9998,9998,1999.6000000000001,June,2025,Wednesday
ORD1153,,Rohit,rohit92@gmail.com,9216677477,Bengaluru,Karnataka,Watch,Fashion,1,4999,0,Card,Returned,06-12-2025 00:00,4999,4999,999.8000000000001,,,
ORD1154,24-04-2025,Priya,priya58@gmail.com,Unknown,Pune,Maharashtra,Shoes,Fashion,5,2599,0,NetBanking,Delivered,24-04-2025 00:00,12995,12995,2599,April,2025,Thursday
ORD1158,09-06-2025,Rohit,rohit77@gmail.com,9893447040,Lucknow,Up,Chair,Furniture,2,9999,0,Wallet,Delivered,09-06-2025 00:00,19998,19998,3999.6000000000004,June,2025,Monday
ORD1159,11-03-2025,Neha,neha72@gmail.com,9719104422,Bengaluru,Karnataka,Laptop,Electronics,3,2599,0,Wallet,Cancelled,11-03-2025 00:00,7797,7797,1559.4,March,2025,Tuesday
ORD1160,,Priya,priya27@gmail.com,9203667343,Mumbai,Maharashtra,Bottle,Home,2,9999,0,COD,Delivered,,19998,19998,3999.6000000000004,,,
ORD1161,30-06-2025,Priya,priya55@gmail.com,9835595944,Mumbai,Maharashtra,Chair,Furniture,4,1499,0,Wallet,Delivered,07-08-2025 00:00,5996,5996,1199.2,June,2025,Monday
ORD1162,,Sneha,sneha8@gmail.com,9313737490,Delhi,Delhi,Watch,Fashion,1,2599,0,Card,Delivered,04-01-2025 00:00,2599,2599,519.8000000000001,,,
ORD1164,03-04-2025,Vikas,vikas56@gmail.com,9849315681,Lucknow,Up,Bottle,Home,5,2599,0,COD,Delivered,04-10-2025 00:00,12995,12995,2599,April,2025,Thursday
ORD1165,19-04-2025,Neha,neha28@gmail.com,9235161022,Mumbai,Maharashtra,Laptop,Electronics,2,499,0,UPI,Pending,19-04-2025 00:00,998,998,199.60000000000002,April,2025,Saturday
ORD1166,02-04-2025,Neha,neha3@gmail.com,9921574268,Delhi,Delhi,Chair,Furniture,5,1499,0,COD,Delivered,04-04-2025 00:00,7495,7495,1499,April,2025,Wednesday
ORD1167,25-05-2025,Sneha,sneha62@gmail.com,9501654641,Mumbai,Maharashtra,Mouse,Electronics,3,499,0,NetBanking,Delivered,25-05-2025 00:00,1497,1497,299.40000000000003,May,2025,Sunday
ORD1168,27-02-2025,Vikas,vikas27@gmail.com,9983080625,Lucknow,Up,Watch,Fashion,1,2599,0,NetBanking,Returned,03-05-2025 00:00,2599,2599,519.8000000000001,February,2025,Thursday
ORD1169,28-02-2025,Rahul,rahul11@gmail.com,9846751763,Delhi,Delhi,Watch,Fashion,3,999,0,COD,Cancelled,03-07-2025 00:00,2997,2997,599.4,February,2025,Friday
ORD1170,21-01-2025,Neha,neha82@gmail.com,9558798402,Jaipur,Rajasthan,Shoes,Fashion,5,1499,0,COD,Delivered,21-01-2025 00:00,7495,7495,1499,January,2025,Tuesday
ORD1172,26-02-2025,Neha,neha16@gmail.com,9521714786,Pune,Maharashtra,Mouse,Electronics,3,499,0,Wallet,Pending,03-04-2025 00:00,1497,1497,299.40000000000003,February,2025,Wednesday
ORD1173,26-04-2025,Rahul,rahul89@gmail.com,9999073839,Bengaluru,Karnataka,Watch,Fashion,1,4999,0,COD,Cancelled,26-04-2025 00:00,4999,4999,999.8000000000001,April,2025,Saturday
ORD1175,26-02-2025,Rahul,rahul22@gmail.com,9423004673,Delhi,Delhi,Watch,Fashion,1,1499,0,Wallet,Returned,26-02-2025 00:00,1499,1499,299.8,February,2025,Wednesday
ORD1176,03-06-2025,Neha,neha19@gmail.com,Unknown,Mumbai,Maharashtra,Mouse,Electronics,3,4999,0,Wallet,Pending,06-08-2025 00:00,14997,14997,2999.4,June,2025,Tuesday
ORD1177,07-04-2025,Priya,priya13@gmail.com,9461242197,Jaipur,Rajasthan,Shoes,Fashion,4,,0,COD,Returned,07-04-2025 00:00,,,,April,2025,Monday
ORD1178,26-04-2025,Rohit,rohit52@gmail.com,9667967484,Lucknow,Up,Watch,Fashion,3,999,0,UPI,Cancelled,05-06-2025 00:00,2997,2997,599.4,April,2025,Saturday
ORD1179,19-05-2025,Amit,amit49@gmail.com,9617911882,Mumbai,Maharashtra,Watch,Fashion,4,4999,0,Card,Cancelled,19-05-2025 00:00,19996,19996,3999.2000000000003,May,2025,Monday
ORD1181,19-03-2025,Amit,amit5@gmail.com,9421136377,Delhi,Delhi,Laptop,Electronics,3,1499,0,COD,Cancelled,19-03-2025 00:00,4497,4497,899.4000000000001,March,2025,Wednesday
ORD1182,25-06-2025,Rahul,rahul46@gmail.com,9993898089,Bengaluru,Karnataka,Bottle,Home,5,499,0,NetBanking,Returned,07-05-2025 00:00,2495,2495,499,June,2025,Wednesday
ORD1183,12-04-2025,Amit,amit77@gmail.com,9241602288,Delhi,Delhi,Bottle,Home,4,9999,0,NetBanking,Cancelled,12-04-2025 00:00,39996,39996,7999.200000000001,April,2025,Saturday
ORD1185,14-02-2025,Rahul,rahul56@gmail.com,9870048875,Delhi,Delhi,Watch,Fashion,1,999,0,NetBanking,Cancelled,14-02-2025 00:00,999,999,199.8,February,2025,Friday
ORD1187,06-06-2025,Rahul,rahul91@gmail.com,9299209389,Delhi,Delhi,Mouse,Electronics,5,2599,0,Card,Returned,06-06-2025 00:00,12995,12995,2599,June,2025,Friday
ORD1189,,Neha,neha84@gmail.com,9104440852,Pune,Maharashtra,Shoes,Fashion,2,499,0,UPI,Pending,05-07-2025 00:00,998,998,199.60000000000002,,,
ORD1190,27-06-2025,Rohit,rohit72@gmail.com,9828064790,Bengaluru,Karnataka,Laptop,Electronics,3,1499,0,NetBanking,Delivered,27-06-2025 00:00,4497,4497,899.4000000000001,June,2025,Friday
